NewRecord,OldRecord,Date,Site,Block,Species,Units,FlowersPerUnit,TotalFlowers,PhotoID,AvgTallestFlower,PlotMortality,Coverage,Wind ,Temperature,Sky,VacuumTime,Notes,,,,,,,,,,
1097,1955,8/27/2015,NWMHRC,2,OLRI,105,21.8,2289,NA,92.8,0,45,3.7,68.7,partly cloudy,,,,,,,,,,,,
1098,2052,9/4/2015,NWMHRC,2,OLRI,110,11,1210,75,116,0,70,,,,23,,,,,,,,,,,
1099,2068,9/4/2015,NWMHRC,3,OLRI,315,11,3465,89,108,0,100,,,,35,,,,,,,,,,,
1100,2096,9/4/2015,NWMHRC,1,OLRI,216,11,2376,62-67,,0,80,,,,16,,,,,,,,,,,
1101,380,6/26/2015,NWMHRC,4,PEDI,89,1,89,Nate,81,0,50,,,,16,,,,,,,,,,,
1102,389,6/26/2015,NWMHRC,3,PEDI,37,1,37,Nate,103,0,85,,,,44,,,,,,,,,,,
1103,391,6/26/2015,NWMHRC,2,PEDI,151,1,151,Nate,115,0,70,,,,26,,,,,,,,,,,
1104,401,6/26/2015,NWMHRC,1,PEDI,5,1,5,Nate,,0,30,,,,28,not enough flowers in the morning but by 1 PM one more opened,,,,,,,,,,
1105,565,7/9/2015,NWMHRC,4,PEDI,37,1,37,111-115,89,,45,3.2,70,partly cloudy,10.9,,,,,,,,,,,
1106,574,7/9/2015,NWMHRC,3,PEDI,869,1,869,NA,131,,90,3.2,70,partly cloudy,51.7,,,,,,,,,,,
1107,577,7/9/2015,NWMHRC,1,PEDI,141,1,141,NA,81,,40,3.2,70,partly cloudy,13,,,,,,,,,,,
1108,589,7/9/2015,NWMHRC,2,PEDI,489,1,489,NA,139,,85,3.2,70,partly cloudy,42,,,,,,,,,,,
1109,597,7/3/2015,NWMHRC,1,PEDI,95,1,95,1935-1944,89,0,35,,,clear,14,,,,,,,,,,,
1110,603,7/3/2015,NWMHRC,4,PEDI,24,14,336,2044-2047,88,0,40,,,clear,14,,,,,,,,,,,
1111,614,7/3/2015,NWMHRC,2,PEDI,44,14,616,1995-2001,132,0,45,,,clear,29,,,,,,,,,,,
1112,616,7/3/2015,NWMHRC,3,PEDI,40,14,560,2006-2009,126,0,90,,,clear,29,,,,,,,,,,,
1113,353,6/19/2015,NWMHRC,4,PEHI,250,1,250,Nate,55,,,,,,30,,,,,,,,,,,
1114,355,6/19/2015,NWMHRC,3,PEHI,383,1,383,Nate,72.8,,,,,,30,,,,,,,,,,,
1115,360,6/19/2015,NWMHRC,2,PEHI,68,1,68,Nate,52,,,,,,22,,,,,,,,,,,
1116,363,6/19/2015,NWMHRC,1,PEHI,92,1,92,Nate,53.5,,,,,,25,,,,,,,,,,,
1117,379,6/26/2015,NWMHRC,4,PEHI,28,10,280,Nate,68,0,90,,,,26,,,,,,,,,,,
1118,385,6/26/2015,NWMHRC,3,PEHI,32,10,320,Nate,76,0,40,,,,27,,,,,,,,,,,
1119,393,6/26/2015,NWMHRC,2,PEHI,17,16,272,Nate,65,1,25,,,,21,,,,,,,,,,,
1120,400,6/26/2015,NWMHRC,1,PEHI,22,10,220,Nate,56,0,60,,,,53,,,,,,,,,,,
1121,593,7/3/2015,NWMHRC,1,PEHI,43,11,473,1911-1913,62,0,45,,,clear,25,,,,,,,,,,,
1122,601,7/3/2015,NWMHRC,4,PEHI,25,15,375,2035-2038,63,0,60,,,clear,18,,,,,,,,,,,
1123,611,7/3/2015,NWMHRC,2,PEHI,170,1,170,1981-1986,65,1,30,,,clear,16,,,,,,,,,,,
1124,618,7/3/2015,NWMHRC,3,PEHI,35,8,280,2015-2019,71,0,45,,,clear,30,,,,,,,,,,,
1125,556,7/9/2015,NWMHRC,4,POAR7,19,1,19,66-70,78,,40,3.2,70,partly cloudy,6.5,,,,,,,,,,,
1126,719,7/16/2015,NWMHRC,4,POAR7,10,1,10,2150-2155,70,1,35,,,clear,9,,,,,,,,,,,
1127,887,7/24/2015,NWMHRC,4,POAR7,9,1,9,2182,70,1,35,6.3,78.2,clear,9,,,,,,,,,,,
1128,157,6/11/2015,NWMHRC,4,POSI2,NA,NA,10,Nate,14.5,NA,NA,NA,NA,NA,16,,,,,,,,,,,
1129,158,6/11/2015,NWMHRC,3,POSI2,NA,NA,5,Nate,11.5,NA,NA,NA,NA,NA,9,,,,,,,,,,,
1130,159,6/11/2015,NWMHRC,2,POSI2,NA,NA,6,Nate,16,NA,NA,NA,NA,NA,16,,,,,,,,,,,
1131,160,6/11/2015,NWMHRC,1,POSI2,NA,NA,18,Nate,35,NA,NA,NA,NA,NA,21,"low suction sample, bag in blower tube ",,,,,,,,,,
1132,1723,8/20/2015,NWMHRC,1,PYPI,3012,1,3012,181,72.5,0,100,4.8,68.6,clear,22,,,,,,,,,,,
1133,1741,8/20/2015,NWMHRC,4,PYPI,2152,1,2152,214,82,0,55,6.3,71.1,partly cloudy,19,,,,,,,,,,,
1134,1771,8/20/2015,NWMHRC,3,PYPI,2183,1,2183,106,76,0,80,7.3,72.7,,16,,,,,,,,,,,
1135,1778,8/20/2015,NWMHRC,2,PYPI,923,1,923,151,102,0,65,7.3,72.7,,19,,,,,,,,,,,
1136,1902,8/27/2015,NWMHRC,4,PYPI,3207,1,3207,NA,83,0,40,3.7,68.7,partly cloudy,32,,,,,,,,,,,
1137,1911,8/27/2015,NWMHRC,3,PYPI,3460,1,3460,NA,74,0,60,3.7,68.7,partly cloudy,30,,,,,,,,,,,
1138,1934,8/27/2015,NWMHRC,1,PYPI,677,13.6,9207.2,NA,68.6,0,80,3.7,68.7,partly cloudy,37,,,,,,,,,,,
1139,1953,8/27/2015,NWMHRC,2,PYPI,394,13.6,5358.4,NA,98.2,0,60,3.7,68.7,partly cloudy,,,,,,,,,,,,
1140,2063,9/4/2015,NWMHRC,2,PYPI,2640,1,2640,84,96,1,75,,,,24,,,,,,,,,,,
1141,2070,9/4/2015,NWMHRC,3,PYPI,3384,1,3384,91,,1,90,,,,18,,,,,,,,,,,
1142,2094,9/4/2015,NWMHRC,1,PYPI,6248,1,6248,60,73,0,100,,,,25,,,,,,,,,,,
1143,2101,9/4/2015,NWMHRC,4,PYPI,2484,1,2484,219,86,0,90,,,,7,,,,,,,,,,,
1144,1241,8/6/2015,NWMHRC,1,PYVI,4534,1,4534,NA,66,0,90,3.4,74.4,clear,31,,,,,,,,,,,
1145,1267,8/6/2015,NWMHRC,2,PYVI,607,1,607,NA,55,0,35,3.4,74.4,clear,11,,,,,,,,,,,
1146,1284,8/6/2015,NWMHRC,4,PYVI,3922,1,3922,77-81,74,0,90,3.4,74.4,clear,31,,,,,,,,,,,
1147,1293,8/6/2015,NWMHRC,3,PYVI,4910,1,4910,NA,74,0,70,3.4,74.4,clear,22,,,,,,,,,,,
1148,1516,8/13/2015,NWMHRC,1,PYVI,3485,1,3485,85,60,0,100,,,partly cloudy,18,,,,,,,,,,,
1149,1526,8/13/2015,NWMHRC,4,PYVI,2501,1,2501,95,72.5,0,95,,,partly cloudy,19,,,,,,,,,,,
1150,1545,8/13/2015,NWMHRC,3,PYVI,2318,1,2318,151,73.5,0,90,,,partly cloudy,18,,,,,,,,,,,
1151,1568,8/13/2015,NWMHRC,2,PYVI,692,1,692,125,62.5,0,40,,,partly cloudy,11,,,,,,,,,,,
1152,1717,8/20/2015,NWMHRC,2,PYVI,808,1,808,177,54,0,30,4.8,68.6,clear,7,,,,,,,,,,,
1153,1731,8/20/2015,NWMHRC,1,PYVI,3333,1,3333,200,65.5,0,100,4.8,68.6,clear,21,,,,,,,,,,,
1154,1739,8/20/2015,NWMHRC,4,PYVI,2929,1,2929,207,73.5,0,95,6.3,71.1,partly cloudy,22,,,,,,,,,,,
1155,1763,8/20/2015,NWMHRC,3,PYVI,1930,1,1930,86,75,0,85,7.3,72.7,,20,,,,,,,,,,,
1156,1225,8/6/2015,NWMHRC,3,RAPI,25,1,25,NA,108,0,55,3.4,74.4,clear,18,,,,,,,,,,,
1157,1234,8/6/2015,NWMHRC,1,RAPI,39,1,39,NA,111,2,30,3.4,74.4,clear,13,,,,,,,,,,,
1158,1250,8/6/2015,NWMHRC,2,RAPI,20,1,20,NA,112,1,45,3.4,74.4,clear,12,,,,,,,,,,,
1159,1271,8/6/2015,NWMHRC,4,RAPI,21,1,21,14-18,79,0,65,3.4,74.4,clear,11,,,,,,,,,,,
1160,1505,8/13/2015,NWMHRC,1,RAPI,55,1,55,2074,111,2,30,,,partly cloudy,10,,,,,,,,,,,
1161,1548,8/13/2015,NWMHRC,3,RAPI,79,1,79,152,109,0,45,,,partly cloudy,16,,,,,,,,,,,
1162,1563,8/13/2015,NWMHRC,4,RAPI,23,1,23,114,95.5,1,65,,,partly cloudy,13,,,,,,,,,,,
1163,1567,8/13/2015,NWMHRC,2,RAPI,40,1,40,124,116,1,50,,,partly cloudy,13,,,,,,,,,,,
1164,1715,8/20/2015,NWMHRC,2,RAPI,67,1,67,175,111.5,1,40,4.8,68.6,clear,19,,,,,,,,,,,
1165,1750,8/20/2015,NWMHRC,4,RAPI,17,1,17,221,94.5,1,55,6.3,71.1,partly cloudy,14,,,,,,,,,,,
1166,1758,8/20/2015,NWMHRC,3,RAPI,30,1,30,81,108,0,70,7.3,72.7,,15,,,,,,,,,,,
1167,1252,8/6/2015,NWMHRC,1,RUHI2,47,1,47,NA,61,1,50,3.4,74.4,clear,18,,,,,,,,,,,
1168,1288,8/6/2015,NWMHRC,3,RUHI2,132,1,132,87-91,67,1,30,3.4,74.4,clear,26,,,,,,,,,,,
1169,1519,8/13/2015,NWMHRC,1,RUHI2,27,1,27,90,60,1,45,,,partly cloudy,11,,,,,,,,,,,
1170,1539,8/13/2015,NWMHRC,3,RUHI2,101,1,101,145,72,1,40,,,partly cloudy,13,,,,,,,,,,,
1171,1735,8/20/2015,NWMHRC,1,RUHI2,17,1,17,204,59.5,1,50,6.3,71.1,partly cloudy,13,,,,,,,,,,,
1172,1767,8/20/2015,NWMHRC,3,RUHI2,95,1,95,88,59,1,40,7.3,72.7,,17,,,,,,,,,,,
1173,1891,8/27/2015,NWMHRC,4,SIIN2,57,1,57,NA,113,0,90,3.7,68.7,partly cloudy,26,,,,,,,,,,,
1174,1915,8/27/2015,NWMHRC,3,SIIN2,44,1,44,NA,132,0,55,3.7,68.7,partly cloudy,17,,,,,,,,,,,
1175,1937,8/27/2015,NWMHRC,2,SIIN2,50,1,50,NA,103.7,0,65,3.7,68.7,partly cloudy,28,,,,,,,,,,,
1176,1945,8/27/2015,NWMHRC,1,SIIN2,36,1,36,NA,126.5,0,45,3.7,68.7,partly cloudy,16,,,,,,,,,,,
1177,2065,9/4/2015,NWMHRC,2,SIIN2,90,1,90,86,104.5,0,100,,,,28,,,,,,,,,,,
1178,2078,9/4/2015,NWMHRC,3,SIIN2,74,1,74,100,128,0,50,,,,22,,,,,,,,,,,
1179,2098,9/4/2015,NWMHRC,1,SIIN2,47,1,47,69,80.5,0,55,,,,13,,,,,,,,,,,
1180,2114,9/4/2015,NWMHRC,4,SIIN2,119,1,119,230,110.5,0,60,,,,29,,,,,,,,,,,
1181,2177,9/10/2015,NWMHRC,4,SIIN2,76,1,76,76,117.5,0,75,,,partly couldy,24,,,,,,,,,,,
1182,2187,9/10/2015,NWMHRC,1,SIIN2,9,1,9,84,81.5,0,55,,,partly couldy,15,,,,,,,,,,,
1183,2193,9/10/2015,NWMHRC,2,SIIN2,76,1,76,2293,105,0,95,,,partly couldy,27,,,,,,,,,,,
1184,2202,9/10/2015,NWMHRC,3,SIIN2,37,1,37,2300,117.5,0,45,,,partly couldy,21,,,,,,,,,,,
1185,145,6/11/2015,NWMHRC,4,SEOB2,NA,NA,68,Nate,60.5,NA,NA,NA,NA,NA,10,,,,,,,,,,,
1186,148,6/11/2015,NWMHRC,3,SEOB2,NA,NA,7,Nate,31,NA,NA,NA,NA,NA,4,,,,,,,,,,,
1187,152,6/11/2015,NWMHRC,1,SEOB2,NA,NA,144,Nate,60,NA,NA,NA,NA,NA,15,,,,,,,,,,,
1188,156,6/11/2015,NWMHRC,2,SEOB2,NA,NA,3,Nate,20.5,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
1189,2087,9/4/2015,NWMHRC,1,SILA3,18,1,18,49-54,,0,40,,,,21,,,,,,,,,,,
1190,2182,9/10/2015,NWMHRC,1,SILA3,26,1,26,79,204,0,60,,,partly couldy,37,,,,,,,,,,,
1191,2263,9/15/2015,NWMHRC,1,SILA3,16,1,16,2311,196,0,55,8.6,77.7,clear,27,,,,,,,,,,,
1192,1727,8/20/2015,NWMHRC,1,SITE,6,1,6,185-190,140,0,35,4.8,68.6,clear,12,,,,,,,,,,,
1193,1929,8/27/2015,NWMHRC,1,SITE,7,1,7,NA,145,0,60,3.7,68.7,partly cloudy,7,,,,,,,,,,,
1194,2089,9/4/2015,NWMHRC,1,SITE,142,1,142,57,142,0,45,,,,12,,,,,,,,,,,
1195,1168,7/30/2015,NWMHRC,1,SONE,46,44.2,2033.2,2189,73,2,35,4.6,70.1,clear,11,,,,,,,,,,,
1196,1217,7/30/2015,NWMHRC,2,SONE,39,36.2,1411.8,2161-2164,89,0,45,4.6,70.1,clear,19,,,,,,,,,,,
1197,1218,7/30/2015,NWMHRC,4,SONE,215,36.2,7783,2139,76,2,15,4.6,70.1,clear,8,,,,,,,,,,,
1198,1230,8/6/2015,NWMHRC,2,SONE,164,20.4,3345.6,NA,78,0,70,3.4,74.4,clear,25,,,,,,,,,,,
1199,1258,8/6/2015,NWMHRC,1,SONE,71,30.8,2186.8,NA,69,2,80,3.4,74.4,clear,16,,,,,,,,,,,
1200,1285,8/6/2015,NWMHRC,4,SONE,114,23.2,2644.8,82-86,75.5,2,30,3.4,74.4,clear,16,,,,,,,,,,,
1201,1520,8/13/2015,NWMHRC,1,SONE,67,27.2,1822.4,91,84,2,50,,,partly cloudy,13,,,,,,,,,,,
1202,1556,8/13/2015,NWMHRC,4,SONE,87,27.2,2366.4,109,75,2,30,,,partly cloudy,10,,,,,,,,,,,
1203,1576,8/13/2015,NWMHRC,2,SONE,223,27.2,6065.6,138,81,0,80,,,partly cloudy,23,,,,,,,,,,,
1204,1718,8/20/2015,NWMHRC,2,SOJU,84,27.2,2284.8,178,76,0,25,4.8,68.6,clear,9,used 27.2 for #flowers/unit because it's the count from 8/13/15 and 8/20/15 did not have one,,,,,,,,,,
1205,1737,8/20/2015,NWMHRC,1,SOJU,167,27.2,4542.4,205,100,0,80,6.3,71.1,partly cloudy,20,used 27.2 for #flowers/unit because it's the count from 8/13/15 and 8/20/15 did not have one,,,,,,,,,,
1206,1744,8/20/2015,NWMHRC,4,SOJU,190,27.2,5168,215,109.5,0,60,6.3,71.1,partly cloudy,24,used 27.2 for #flowers/unit because it's the count from 8/13/15 and 8/20/15 did not have one,,,,,,,,,,
1207,1760,8/20/2015,NWMHRC,3,SOJU,44,27.2,1196.8,83,61.5,1,40,7.3,72.7,,3,used 27.2 for #flowers/unit because it's the count from 8/13/15 and 8/20/15 did not have one,,,,,,,,,,
1208,1900,8/27/2015,NWMHRC,4,SOJU,203,49,9947,NA,96,0,65,3.7,68.7,partly cloudy,31,,,,,,,,,,,
1209,1908,8/27/2015,NWMHRC,3,SOJU,26,49,1274,NA,56,0,25,3.7,68.7,partly cloudy,6,,,,,,,,,,,
1210,1941,8/27/2015,NWMHRC,2,SOJU,73,49,3577,NA,72.5,2,20,3.7,68.7,partly cloudy,15,,,,,,,,,,,
1211,1943,8/27/2015,NWMHRC,1,SOJU,159,49,7791,NA,94.1,0,80,3.7,68.7,partly cloudy,30,,,,,,,,,,,
1212,2066,9/4/2015,NWMHRC,2,SOJU,10,49,490,87,66,0,40,,,,11,,,,,,,,,,,
1213,2076,9/4/2015,NWMHRC,3,SOJU,51,49,2499,97,62,1,35,,,,5,,,,,,,,,,,
1214,2082,9/4/2015,NWMHRC,1,SOJU,45,49,2205,2137,45,0,95,,,,19,,,,,,,,,,,
1215,2104,9/4/2015,NWMHRC,4,SOJU,61,49,2989,220,98,0,85,,,,17,,,,,,,,,,,
1216,2265,9/15/2015,NWMHRC,1,SOSP2,65,1,65,2313-2317,82,0,75,8.6,77.7,clear,5,,,,,,,,,,,
1217,2288,9/15/2015,NWMHRC,4,SOSP2,23,1,23,2344,99,0,40,8.6,77.7,clear,6,,,,,,,,,,,
1218,2295,9/22/2015,NWMHRC,3,SOSP2,114,40.6,4628.4,2074,105,0,95,,,clear,22,,,,,,,,,,,
1219,2300,9/22/2015,NWMHRC,2,SOSP2,43,42.8,1840.4,2077-2082,109.5,0,100,,,clear,18,,,,,,,,,,,
1220,2311,9/22/2015,NWMHRC,1,SOSP2,35,104.5,3657.5,2098,102.5,0,80,,,clear,17,,,,,,,,,,,
1221,2317,9/22/2015,NWMHRC,4,SOSP2,24,51,1224,2102,72.5,0,40,,,clear,18,,,,,,,,,,,
1222,2381,10/1/2015,NWMHRC,1,SOSP2,24,59.725,1433.4,2108,111,0,75,,,partly cloudy,21,,,,,,,,,,,
1223,2388,10/1/2015,NWMHRC,3,SOSP2,52,59.725,3105.7,2113,97,0,95,,,partly cloudy,38,,,,,,,,,,,
1224,2392,10/1/2015,NWMHRC,4,SOSP2,23,59.725,1373.675,2115,97,0,30,,,partly cloudy,21,,,,,,,,,,,
1225,2398,10/1/2015,NWMHRC,2,SOSP2,43,59.725,2568.175,2117,115,0,100,,,partly cloudy,30,,,,,,,,,,,
1226,2274,9/15/2015,NWMHRC,3,SYOO,91,1,91,2326-2332,78,0,60,8.6,77.7,clear,14,,,,,,,,,,,
1227,2296,9/22/2015,NWMHRC,3,SYOO,814,1,814,2075,79.5,0,80,,,clear,17,,,,,,,,,,,
1228,2304,9/22/2015,NWMHRC,2,SYOO,72,1,72,2086-2093,82,0,25,,,clear,11,,,,,,,,,,,
1229,2310,9/22/2015,NWMHRC,1,SYOO,37,1,37,2097,30,0,20,,,clear,7,,,,,,,,,,,
1230,2318,9/22/2015,NWMHRC,4,SYOO,15,1,15,2103,55,2,5,,,clear,6,,,,,,,,,,,
1231,2382,10/1/2015,NWMHRC,1,SYOO,26,1,26,2109,47.5,0,10,,,partly cloudy,6,,,,,,,,,,,
1232,2387,10/1/2015,NWMHRC,3,SYOO,319,1,319,2112,79,0,90,,,partly cloudy,24,,,,,,,,,,,
1233,2391,10/1/2015,NWMHRC,4,SYOO,32,1,32,2114,58.5,2,5,,,partly cloudy,7,,,,,,,,,,,
1234,2397,10/1/2015,NWMHRC,2,SYOO,66,1,66,2116,79.5,0,20,,,partly cloudy,10,,,,,,,,,,,
1235,2190,9/10/2015,NWMHRC,1,SYSE2,44,1,44,290,15,0,30,,,partly couldy,12,,,,,,,,,,,
1236,2192,9/10/2015,NWMHRC,2,SYSE2,6,1,6,2292,38,0,15,,,partly couldy,6,,,,,,,,,,,
1237,2206,9/10/2015,NWMHRC,3,SYSE2,27,1,27,2302,47,1,10,,,partly couldy,6,,,,,,,,,,,
1238,2268,9/15/2015,NWMHRC,1,SYSE2,110,1,110,2320-2324,38,0,40,8.6,77.7,clear,10,,,,,,,,,,,
1239,2277,9/15/2015,NWMHRC,3,SYSE2,25,1,25,2335,56,1,20,8.6,77.7,clear,4,,,,,,,,,,,
1240,2283,9/15/2015,NWMHRC,2,SYSE2,31,1,31,2340,42,0,30,8.6,77.7,clear,6,,,,,,,,,,,
1241,2292,9/22/2015,NWMHRC,3,SYSE2,42,1,42,2071,45,1,20,,,clear,7,,,,,,,,,,,
1242,2301,9/22/2015,NWMHRC,2,SYSE2,22,1,22,2083,33,0,20,,,clear,7,,,,,,,,,,,
1243,2308,9/22/2015,NWMHRC,1,SYSE2,71,1,71,2095,45.5,0,35,,,clear,8,,,,,,,,,,,
1244,378,6/26/2015,NWMHRC,4,TROH,61,1,61,Nate,77,0,80,,,,17,flowers closed,,,,,,,,,,
1245,386,6/26/2015,NWMHRC,3,TROH,90,1,90,Nate,75,0,100,,,,24,flowers closed,,,,,,,,,,
1246,395,6/26/2015,NWMHRC,2,TROH,34,1,34,Nate,82,0,60,,,,26,,,,,,,,,,,
1247,398,6/26/2015,NWMHRC,1,TROH,80,1,80,Nate,102,0,90,,,,44,,,,,,,,,,,
1248,563,7/9/2015,NWMHRC,4,TROH,81,1,81,101-105,66.5,,75,3.2,70,partly cloudy,24.8,flowers starting to close,,,,,,,,,,
1249,570,7/9/2015,NWMHRC,3,TROH,282,1,282,NA,67.5,,100,3.2,70,partly cloudy,45.3,flowers starting to close,,,,,,,,,,
1250,579,7/9/2015,NWMHRC,1,TROH,136,1,136,NA,106,,100,3.2,70,partly cloudy,35,flowers closing,,,,,,,,,,
1251,585,7/9/2015,NWMHRC,2,TROH,68,1,68,NA,77,,60,3.2,70,partly cloudy,25,flowers closing,,,,,,,,,,
1252,594,7/3/2015,NWMHRC,1,TROH,97,1,97,1914-1916,103,0,75,,,clear,27,,,,,,,,,,,
1253,600,7/3/2015,NWMHRC,4,TROH,68,1,68,2031-2034,77,0,75,,,clear,20,,,,,,,,,,,
1254,608,7/3/2015,NWMHRC,2,TROH,45,1,45,1960-1964,87,0,40,,,clear,19,,,,,,,,,,,
1255,617,7/3/2015,NWMHRC,3,TROH,86,1,86,2010-2014,68,0,100,,,clear,27,,,,,,,,,,,
1256,886,7/24/2015,NWMHRC,4,VEST,119,8,952,2181,97,0,97,6.3,78.2,clear,18,,,,,,,,,,,
1257,902,7/24/2015,NWMHRC,1,VEST,130,8,1040,2163,99.5,0,95,6.3,78.2,clear,22,,,,,,,,,,,
1258,917,7/24/2015,NWMHRC,2,VEST,33,8,264,2155,85.5,1,15,9.8,80.6,partly cloudy,13,,,,,,,,,,,
1259,927,7/24/2015,NWMHRC,3,VEST,109,8,872,2097-2103,87,0,90,9.8,80.6,partly cloudy,22,,,,,,,,,,,
1260,1167,7/30/2015,NWMHRC,1,VEST,206,16.8,3460.8,2188,108,0,90,4.6,70.1,clear,31,,,,,,,,,,,
1261,1181,7/30/2015,NWMHRC,3,VEST,212,16.8,3561.6,2074,89.5,0,85,4.6,70.1,clear,24,,,,,,,,,,,
1262,1204,7/30/2015,NWMHRC,4,VEST,162,16.8,2721.6,2133,100.5,0,100,4.6,70.1,clear,34,,,,,,,,,,,
1263,1213,7/30/2015,NWMHRC,2,VEST,48,22,1056,2153,90.5,1,25,4.6,70.1,clear,15,,,,,,,,,,,
1264,1253,8/6/2015,NWMHRC,1,VEST,176,7,1232,NA,106,0,100,3.4,74.4,clear,30,,,,,,,,,,,
1265,1268,8/6/2015,NWMHRC,2,VEST,53,7.8,413.4,NA,89,1,25,3.4,74.4,clear,14,,,,,,,,,,,
1266,1273,8/6/2015,NWMHRC,4,VEST,173,8,1384,23-27,103.5,0,95,3.4,74.4,clear,25,,,,,,,,,,,
1267,1292,8/6/2015,NWMHRC,3,VEST,226,12.6,2847.6,NA,93,1,75,3.4,74.4,clear,30,,,,,,,,,,,
,,07/09/15,NWMHRC,1,COLA5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
,,09/10/15,NWMHRC,2,ECPU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
